Topic,Count,Name,Representation,Representative_Docs
0,717,0_healthcare_unitedhealth_insurers_insurance,"['healthcare', 'unitedhealth', 'insurers', 'insurance', 'medicare', 'medical', 'ai', 'patients', 'doctors', 'aarp']","['The privatized, for-profit US healthcare system is a nightmare of exploitation:\n\nUnitedHealthcare, the largest US health insurance company, uses an AI algorithm to override doctors\' judgments and wrongfully deny health coverage to elderly patients\n\n\n""This…', ""Insurance companies make profits from denying to help people. UnitedHealthcare Group had a 32% claim denial rate in 2023, they've done more than just ruin people's lives, they've killed people. I don't think people who do OF kill thousands of people per year."", 'UnitedHealthcare has been using an AI system with a 90% error rate to deny health care claims.']"
1,669,1_murderer_killer_deaths_killed,"['murderer', 'killer', 'deaths', 'killed', 'shooter', 'hitler', 'death', 'violence', 'shot', 'die']","['He murdered a mass murderer. Brian Thompson was responsible for the deaths of thousands.', 'Brian Thompson killed more people than his killer.', 'Brian Thompson killed more people than his killer so….']"
2,648,2_mangiones_mangioni_luigimangione_mangioned,"['mangiones', 'mangioni', 'luigimangione', 'mangioned', 'freeluigimangione', 'hero', 'superman', 'man', 'freeluigi', 'saint']","['Official In this house luigI mangione is a hero end of story T-shirt\nGet It Now:', 'FREE LUIGI MANGIONE , HE IS A HERO', 'FREE MANGIONE!!! OUR HERO!!!😍😍😍😍😍😍😍😍😍😍😍😍']"
3,547,3_unitedhealth_lorenz_sympathy_joy,"['unitedhealth', 'lorenz', 'sympathy', 'joy', 'ceos', 'executives', 'empathy', 'taylor', 'health', 'healthcare']","['🚨BREAKING: Taylor Lorenz says she felt “joy” over the UnitedHealthcare CEO getting shot.', ""Taylor Lorenz says she 'felt joy' after the murder of UnitedHealthcare CEO"", 'Taylor Lorenz says she ""felt joy"" after the murder of UnitedHealthcare CEO']"
4,497,4_ceos_unitedhealth_insider_insurance,"['ceos', 'unitedhealth', 'insider', 'insurance', 'executives', 'healthcare', 'lawsuit', 'sued', 'executive', 'investors']","['United Healthcare CEO Brian Thompson and other executives were caught with insider trading, sold $117M of their stock during the federal probe (and investors were not notified)!', 'And people wonder why health insurance CEOs are getting got. United Healthcare CEO Brian Thompson fucked around and found out with his AI that denied 90% of claims.', '🚨 United Healthcare CEO Brian Thompson and others were caught with insider trading, sold $117 million of their stock during the federal probe without notifying investors. \n\nThompson was facing a DoJ investigation and lawsuit.']"
5,496,5_mario_needs_fr_needed,"['mario', 'needs', 'fr', 'needed', 'need', 'game', 'mansion', 'want', 'hopefully', 'soon']","[""Where's Luigi when you need him?"", 'So we need more Luigi’s ?', ""Where's a Luigi when you need him?""]"
6,476,6_deaths_insurance_died_healthcare,"['deaths', 'insurance', 'died', 'healthcare', 'mourn', 'profits', 'death', 'killed', 'ceos', 'killer']","['What about the human beings whose lives were ruined or ended because brian thompson’s company denied their health insurance claims so he can make millions? His life is worth more?', 'How many people has Brian THOMPSON killed by denying them health coverage?', ""Today, we mourn the death of United Healthcare CEO Brian Thompson, gunned down.... wait, I'm sorry - today we mourn the deaths of the 68,000 Americans who needlessly die each year so that insurance company execs like Brian Thompson can become multimillionaires.""]"
7,436,7_murderer_deaths_died_sympathy,"['murderer', 'deaths', 'died', 'sympathy', 'family', 'families', 'killed', 'healthcare', 'death', 'empathy']","['Brian Thompson was responsible for many, many families\' ""very difficult day"" when their loved ones died because he got rich off of denying them healthcare.', 'Yes, Brian Thompson was a human being with a family. He was also a healthcare CEO who was responsible for more deaths than Al Qaeda... every year. \n\nThose people were human beings with families. \n\nDoes that make Brian Thompson despicable? 🤔', 'Every single person who died after being denied healthcare by his company was also a human being with a family. Fuck Brian Thompson.']"
8,419,8_luigimangione_mangioni_italian_hero,"['luigimangione', 'mangioni', 'italian', 'hero', 'assassin', 'murderer', 'heroes', 'killer', 'corrupt', 'vigilante']","['He took action against greedy health insurance is what he did. He was a brave italian working class vigilante. And in this house, Luigi Mangione is a hero. End of story.', 'He took on the corrupt healthcare system is what he did, and in this house Luigi Mangione is an Italian American hero, end of story!', 'He took on the corrupt healthcare system is what he did, and in this house, Luigi Mangione is an Italian American hero, end of story!']"
9,392,9_healthcare_unitedhealthcareassassin_parasites_luigimangione,"['healthcare', 'unitedhealthcareassassin', 'parasites', 'luigimangione', 'health', 'unitedhealth', 'insurance', 'corporations', 'manifesto', 'death']","['""Frankly, these parasites simply had it coming. A reminder: the US has the #1 most expensive healthcare system in the world, yet we rank roughly #42 in life expectancy."" Luigi Mangione\'s manifesto:', 'Luigi Mangione is going on trial for the death of one healthcare CEO.\n\nBut what if we also put healthcare CEOs and insurance companies on trial for the death of millions of people for denying healthcare for so many years?', 'Luigi Mangione’s Manifesto:\n\n“…I do apologize for any strife or traumas but it had to be done. Frankly, these parasites simply had it coming. A reminder: the US has the #1 most expensive healthcare system in the world, yet we rank roughly #42 in life expectancy. United is the…']"
10,392,10_ceos_mario_billionaire_corporate,"['ceos', 'mario', 'billionaire', 'corporate', 'greed', 'killed', 'deaths', 'died', 'kill', 'killer']","['Either way Kyle and Luigi killed less people than the CEO did. No one can make me feel bad for the millionaire who made his money off peoples suffering and denied coverage that lead to many innocent deaths.', 'Luigi had more CEOs to go :(', 'They say they need more ceos killed by Luigi’s']"
11,352,11_hero_heroic_martyr_fight,"['hero', 'heroic', 'martyr', 'fight', 'justice', 'god', 'right', 'fighting', 'stand', 'better']","['Justice for LUIGI! $HERO', 'And this is why Luigi is a hero', '$Hero is $Luigi 2.0']"
12,328,12_wrong_right_bad_everyone,"['wrong', 'right', 'bad', 'everyone', 'better', 'really', 'exactly', 'looks', 'good', 'fucking']","['even if I was him, luigi did nothing wrong', 'luigi did nothing wrong', 'Luigi did nothing wrong.']"
13,327,13_mario_freeluigimangione_free_freeluigi,"['mario', 'freeluigimangione', 'free', 'freeluigi', 'gofundme', 'bail', 'dolla', 'mc', 'primed', 'new']","['Free $LUIGI 🫡', 'free $luigi', 'Free $luigi']"
14,319,14_killed_murderer_killer_kill,"['killed', 'murderer', 'killer', 'kill', 'justice', 'died', 'deaths', 'innocent', 'acted', 'guilty']","['Luigi is responsible for less deaths than the guy he killed 😂', 'The difference is Luigi (is probably fucking innocent anyway actually) killed a man who was directly responsible for others deaths, while this dude set an innocent woman on fire', 'This is who Luigi should have killed']"
15,294,15_luigimangione_mario_welcome_thank,"['luigimangione', 'mario', 'welcome', 'thank', 'thanks', 'beautiful', 'happy', 'blessing', 'merry', 'marco']","['Thank you, Luigi.', '!Thank you $LUIGI', 'Thank you Luigi‼️']"
