Topic,Count,Name,Representation,Representative_Docs
0,714,0_needs_fr_needed_lets,"['needs', 'fr', 'needed', 'lets', 'need', 'take', 'next', 'hopefully', 'let', 'want']","['we need a luigi here', 'luigi we need you', 'we need a luigi for her here 😭']"
1,651,1_healthcare_insurers_unitedhealth_insurance,"['healthcare', 'insurers', 'unitedhealth', 'insurance', 'medicare', 'medical', 'aarp', 'providers', 'health', 'doctors']","[""Having health insurance coverage doesn't solve things when the insurance companies can do things like deny claims, which UnitedHealthcare does at the highest rate"", ""That's what health insurance companies do:"", 'UnitedHealthcare has been using an AI system with a 90% error rate to deny health care claims.']"
2,524,2_unitedhealth_ceos_executives_nypd,"['unitedhealth', 'ceos', 'executives', 'nypd', 'healthcare', 'corporate', 'insurance', 'profits', 'scandal', 'profit']","['New Yorkers are holding a shooter look-a-like competition to celebrate the assassination of United Healthcare CEO Brian Thompson', 'New Yorkers celebrate assassination of UnitedHealthcare CEO with shooter look-a-like contest: ‘I wear this everywhere’ #Shooting #NYPD #FBI', 'New Yorkers celebrate assassination of UnitedHealthcare CEO with shooter look-a-like contest']"
3,417,3_murderer_murderers_killer_murdering,"['murderer', 'murderers', 'killer', 'murdering', 'deaths', 'killed', 'killers', 'innocent', 'shooter', 'kill']","['Brian Thompson was directly responsible for the deaths of more Americans than any serial killer or terrorist you can think of, because United Healthcare kills more people than 9/11 killed every year.', 'Few people have killed more than Brian Thompson.', 'He murdered a mass murderer. Brian Thompson was responsible for the deaths of thousands.']"
4,415,4_healthcare_insurance_obamacare_unitedhealth,"['healthcare', 'insurance', 'obamacare', 'unitedhealth', 'ceos', 'ai', 'medical', 'executives', 'coverage', 'health']","['CEO of United Healthcare, who used AI to deny health coverage to millions, was shot dead in New York. The company made $22b profit in 2023 but thousands died when denied cover for life saving treatments. \n\nPolice are investigating if he had any enemies.', ""Murdered health insurance boss backed 'AI that denied 90% of coverage: \n\nA controversial AI program used to deny elderly people health coverage is now at the center of questions about the shooting of the UnitedHealthcare CEO."", 'And people wonder why health insurance CEOs are getting got. United Healthcare CEO Brian Thompson fucked around and found out with his AI that denied 90% of claims.']"
5,402,5_luigimangione_mangioni_mangiones_mangion,"['luigimangione', 'mangioni', 'mangiones', 'mangion', 'mangioned', 'needs', 'need', 'john', 'needed', 'want']","['Luigi Mangione, we need you!', 'Need Luigi Mangione to do this to me', 'We need more Luigi Mangione']"
6,388,6_sympathy_deaths_poor_murderer,"['sympathy', 'deaths', 'poor', 'murderer', 'died', 'greed', 'empathy', 'rich', 'killed', 'suffering']","[""The CEO Brian Thompson had 'zero remorse' for taking the lives of hundreds of thousands of Americans who will not be with their 'loved ones' at Christmas because they were mass-murdered by Brian Thompson. So think about those countless thousands of families as well."", 'Brian Thompson was responsible for many, many families\' ""very difficult day"" when their loved ones died because he got rich off of denying them healthcare.', 'Just a reminder that Brian Thompson would have (and did) watch thousands of people die if it meant his company made more money. The lives of others meant nothing to him, why should we feel bad for the loss of his?\n\nThere is no sympathy left for the deaths of evil people.']"
7,378,7_mario_wrong_right_italian,"['mario', 'wrong', 'right', 'italian', 'really', 'exactly', 'cry', 'sorry', 'shit', 'bad']","['even if I was him, luigi did nothing wrong', 'That’s why Luigi did nothing wrong', 'Luigi did nothing wrong.']"
8,374,8_luigimangione_italian_manifesto_murderer,"['luigimangione', 'italian', 'manifesto', 'murderer', 'killer', 'parasites', 'assassin', 'hero', 'suspect', 'allegedly']","[""HE KILLED A GREEDY CEO THAT'S WHAT HE FUCKING DID. HE WAS A BRAVE ITALIAN AMERICAN CONTRACT KILLER AND IN THIS HOUSE LUIGI MANGIONE IS A HERO - END OF STORY"", 'Luigi Mangiones manifesto had these crazy lines:\n\n“These parasites had it coming. I do apologize for any strife and trauma, but it had to be done.”', '""These parasites had it coming.""\n\nPolice Say Luigi Mangione, Suspected Killer of Insurance CEO, Had \'Ill Will Toward Corporate America\'\n\n""I do apologize for any strife or trauma, but it had to be done."" the Ivy League graduate reportedly wrote in a...\n1/2']"
9,352,9_mario_ceos_billionaire_greed,"['mario', 'ceos', 'billionaire', 'greed', 'company', 'employees', 'fuck', 'next', 'corrupt', 'fucking']","['We need another Luigi. If these ceos want to take their kids to work… I think we know where the aim should be.', 'The Media are protecting the greedy CEOs so there wont be anyone who get inspiration from the LUIGI Heroism and shot another CEOs..\n\nWhen the poor masses revolt , the CEOs are the first in line for the guillotine', 'Luigi had more CEOs to go :(']"
10,323,10_healthcare_obamacare_insurance_health,"['healthcare', 'obamacare', 'insurance', 'health', 'policies', 'medical', 'policy', 'care', 'pay', 'coverage']","[""Don't care. Someone needed to do something bold to show what a racket the health care industry is. The United guy was at a fucking investment meeting. Nobody should be making money off denied health insurance claims. \n\nFree Luigi now."", ""American health insurance is a fucking scam, millions of people suffer every year because they're denied coverage. Free $luigi."", 'How many loved ones have died from health care denied to them health insurance companies?\n\nWhat Luigi did was the inevitable result of a system which denies people life saving care']"
