Topic,Count,Name,Representation,Representative_Docs
0,118,0_murderer_monster_killed_hero,"['murderer', 'monster', 'killed', 'hero', 'poor', 'dad', 'ivy', 'guy', 'rich', 'father']","[""Don't tell me this Luigi guy is some sort of hero. He came from a very wealthy family. He could've used his family's wealth and influence to effectuate real change.\n\nInstead, he killed an innocent stranger on the street in cold blood and now a couple children get to spend the…"", 'Luigi is an elitist, spoiled, rich kid who shot a husband & father in the back who grew up poor on a farm in Iowa & worked hard for his position & improved insurance access for customers.\n\nRittenhouse shot people attacking him in an effort to do him bodily harm\n\nLIBERAL MORAL ROT', 'So this Luigi prick grew up in a wealthy, politically connected family, attended the best boarding school and Ivy League, and he killed a guy who came from blue collar roots, made his way up the ladder due to hard work, and had a wife and kids that loved him. Luigi is a monster.']"
1,112,1_justice_injustice_innocent_murderer,"['justice', 'injustice', 'innocent', 'murderer', 'witness', 'killed', 'killer', 'deserves', 'victim', 'perpetrator']","['JUSTICE FOR BRIAN. THE PEOPLE NEED TO RALLY FOR WHAT IS GOOD. NOT WHAT IS BAD.\n\nBRIAN THOMPSON WAS SHOT AND MURDERED IN COLD BLOOD. HIS FAMILY WANT JUSTICE.', 'Justice for Brian Thompson.', 'Someone killed $Brian Thompson \n\nBrian has a family and two innocent children 🧒 so he deserves justice..\nJustice for #BrianThompson \n\nCa : EkNMMRhj2zArFyGAxsRhYy5UyeE3kwQSgMQpUfoYpump']"
2,101,2_brianthompsom_jesus_brother_sons,"['brianthompsom', 'jesus', 'brother', 'sons', 'rip', 'god', 'family', 'dad', 'life', 'alive']","[""Brian Thompson and his family live in the next town over from me. His wife and two boys are going to sleep tonight after enduring the worst day of their lives. They'll never have a normal holiday season ever again. Millions of people watched their husband & dad get killed.\n\nShit…"", 'I wonder this.\n\nHow Brian Thompson’s sons are doing today. They are older kids. One just graduated from high school where he excelled on the lacrosse team. His younger brother is also an athlete.\n\nI wonder if they have social media. I wonder if they knew what Dad’s job entailed.', ""This is ghastly. Seek Jesus, repent. 1 second here, next second crossing over. Where would you land if your time was up today?\nJesus Christ is my Lord and Savior!\nGodspeed Brian Thompson. May God's grace surround his family.""]"
3,95,3_killer_died_murders_mourn,"['killer', 'died', 'murders', 'mourn', 'death', 'violence', 'kill', 'horrifying', 'targeted', 'hope']","['Brian Thompson didn’t murder anyone. No one at his company has murdered anyone. People have died under their rules and regulations, & yes, there should be a discussion about that. But that is not now, & to say you’re “joyful” or in any way happy his death happened is disgusting.', ""This is shocking and tragic news. My condolences to Brian Thompson's family and colleagues. I hope authorities can quickly apprehend the perpetrator and bring them to justice.\n\nThe Biden/ Harris Regime brought Millions of ILLEGAL Migrants into the country. Violence is much worse"", 'Brian Thompson was a person to whether you like it or not and you all are making a hero out of his killer and celebrating his death . Do you have any sympathy for his two children and his wife?']"
4,92,4_luigimangione_stan_magnet_manigone,"['luigimangione', 'stan', 'magnet', 'manigone', 'king', 'guy', 'sister', 'hero', 'sniper', 'heart']","[""I just want to know who he is, to get lost with him. I'm in love with how he came out in this damn photo and I know perfectly well that it's not Luigi and screw me... he never will be. But my curious mind attracts me to him like a magnet.."", ""What Luigi no I don't know a thing Luigi is a good person to be honest I'm little blind in one of my eyes honestly free him he's a good man with great leadership God can strike me down 3 times and cross my heart"", ""Luigi isn't remotely like you. From what everyone says about him he's a good family man while you left your on family homeless. Plus you look like a real bitch compared to him""]"
5,88,5_mangiones_news_prayers_jesus,"['mangiones', 'news', 'prayers', 'jesus', 'daniel', 'devastated', 'hope', 'pray', 'ssassin', 'arrest']","['Unfortunately, we cannot comment on news reports regarding Luigi Mangione. We only know what we have read in the media,” the statement reads. “Our family is shocked and devastated by Luigi’s arrest. We offer our prayers to the family of Brian Thompson, and we ask people to pray…', ""Luigi Mangione’s family has released a statement:\n\n“We only know what we have read in the media. Our family is shocked and devastated by Luigi's arrest. We offer our prayers to the family of Brian Thompson and we ask people to pray for all involved.”"", 'NEW from Luigi Mangione\'s family:\n""We only know what we have read in the media. Our family is shocked and devastated by Luigi’s arrest. We offer our prayers to the family of Brian Thompson and we ask people to pray for all involved. We are devastated by this news.""']"
6,87,6_kyle_coward_nick_defending,"['kyle', 'coward', 'nick', 'defending', 'defended', 'violent', 'killed', 'shot', 'innocent', 'gun']","['Wait. Luigi went through a trial and was found not guilty and justified? \nThere’s the difference. Kyle killed a couple pedophiles in self defense. Luigi murdered an innocent man in cold blood. You people are sick fucks.', 'Kyle took out democrats pedophile terrorists that were trying to murder or rape him. Luigi shot an unarmed man in the back. Luigi is a coward just like you are', ""There's a difference between shooting someone in self-defense face to face like Kyle Rittenhouse did. Your hero Luigi shot an unarmed man in the back like a coward. Watch the videos of both.""]"
7,84,7_piers_lorenz_morgan_ceos,"['piers', 'lorenz', 'morgan', 'ceos', 'unhinged', 'comedian', 'death', 'joy', 'video', 'wapo']","['Piers Morgan Slams Beaming Former WaPo Hack Taylor Lorenz For Saying She Felt ‘Joy’ Over Murder of UnitedHealthcare CEO (Video) | The Gateway Pundit | by Margaret Flavin', 'Piers Morgan Slams Beaming Former WaPo Hack Taylor Lorenz For Saying She Felt ‘Joy’ Over Murder of UnitedHealthcare CEO (Video)  #gatewaypundit via', 'Piers Morgan Slams Beaming Former WaPo Hack Taylor Lorenz For Saying She Felt ‘Joy’ Over Murder of UnitedHealthcare CEO (Video)']"
8,82,8_unitedhealth_ceos_executives_healthcare,"['unitedhealth', 'ceos', 'executives', 'healthcare', 'insurer', 'health', 'leadership', 'inc', 'andrew', 'company']","['💔 A tragic loss for UnitedHealth Group as CEO Brian Thompson is remembered. 📉 Despite challenges, the company remains strong! Discover the full story and future outlook here: [Link] #UnitedHealth #Leadership #Healthcare', 'The full statement from UnitedHealth Group regarding their colleague Brian Thompson:\n\nUnitedHealth Group Statement on Our Friend and Colleague Brian Thompson \nDecember 05, 2024\n\nUnitedHealth Group today issued the following statement:\n\n""While our hearts are broken, we have been…', 'UnitedHealth Leader Addresses CEO Murder and Flaws in Health Care System\n\nIn an op-ed published in The New York Times, Andrew Witty, CEO of UnitedHealth Group, paid tribute to the late CEO Brian Thompson, who was tragically shot and killed in New York City. Witty acknowledged the…']"
9,81,9_luigimangione_trump_sickness_health,"['luigimangione', 'trump', 'sickness', 'health', 'healthcare', 'medicare', 'terrible', 'report', 'sick', 'executive']","['President Trump reacts to people glorifying UnitedHealthcare CEO k-ller Luigi Mangione. “I think it’s really terrible that some people seem to admire him, like him.” \n\n“It was cold-bl—ded. Just a cold-bl—ded horrible k-lling. And how people can like this guy is— that’s a sickness…', 'Trump eviscerates those who are idolizing UnitedHealth CEO assassin Luigi Mangione:\n\n""I think it\'s a terrible thing. It\'s really terrible some people seem to admire him... How people can like this guy is a sickness.""', 'Donald Trump on the United Healthcare CEO sho*ter Luigi Mangione:\n\n""I think it\'s a terrible thing. It\'s really terrible some people seem to admire him... How people can like this guy is a sickness.""']"
