Topic,Count,Name,Representation,Representative_Docs
0,183,0_luigimangione_healthcare_murderer_killer,"['luigimangione', 'healthcare', 'murderer', 'killer', 'murdering', 'health', 'sickness', 'moral', 'death', 'killed']","['This guy mangione thinks he’s done society a favor buy killing a CEO. He’s actually proven he’s a coward especially when you shoot a man in the back. This man had a wife and family and he’s a sick young man and I hope he gets the death penalty or lots of jail time', 'There is nothing heroic or justified about shooting a father of two in the back. \n\nClaims denied by the health insurance industry are irrelevant. Blame Obamacare.\n\nMangione is a killer and should be treated like a killer. He’s no folk hero.', 'I cannot get over the Left’s treatment of Daniel Penny as opposed to that of Luigi Mangioni…the fact that fellow *human beings* actually celebrate gunning down a husband and father in cold blood (in the back) vs. vilifying/threatening to kill a man who was trying to protect…']"
1,177,1_mangioni_prayers_news_family,"['mangioni', 'prayers', 'news', 'family', 'pray', 'hope', 'daniel', 'devastated', 'arrest', 'everyone']","[""'Our family is shocked and devastated by Luigi’s arrest. We offer our prayers to the family of Brian Thompson and we ask people to pray for all involved,' the family said."", 'NEW from Luigi Mangione\'s family:\n""We only know what we have read in the media. Our family is shocked and devastated by Luigi’s arrest. We offer our prayers to the family of Brian Thompson and we ask people to pray for all involved. We are devastated by this news.""', ""Luigi Mangione’s family has released a statement:\n\n“We only know what we have read in the media. Our family is shocked and devastated by Luigi's arrest. We offer our prayers to the family of Brian Thompson and we ask people to pray for all involved.”""]"
2,160,2_justice_murderer_killer_innocent,"['justice', 'murderer', 'killer', 'innocent', 'killed', 'murdering', 'murders', 'victim', 'died', 'deserved']","['Justice for Brian Thompson.', 'JUSTICE FOR BRIAN. THE PEOPLE NEED TO RALLY FOR WHAT IS GOOD. NOT WHAT IS BAD.\n\nBRIAN THOMPSON WAS SHOT AND MURDERED IN COLD BLOOD. HIS FAMILY WANT JUSTICE.', 'Someone killed $Brian Thompson \n\nBrian has a family and two innocent children 🧒 so he deserves justice..\nJustice for #BrianThompson \n\nCa : EkNMMRhj2zArFyGAxsRhYy5UyeE3kwQSgMQpUfoYpump']"
3,155,3_piers_morgan_lorenz_ceos,"['piers', 'morgan', 'lorenz', 'ceos', 'empathy', 'joy', 'cheering', 'death', 'wapo', 'health']","['Piers Morgan Slams Beaming Former WaPo Hack Taylor Lorenz For Saying She Felt ‘Joy’ Over Murder of UnitedHealthcare CEO (Video) | The Gateway Pundit | by Margaret Flavin', 'Piers Morgan Slams Beaming Former WaPo Hack Taylor Lorenz For Saying She Felt ‘Joy’ Over Murder of UnitedHealthcare CEO (Video)  #gatewaypundit via', 'Piers Morgan Slams Beaming Former WaPo Hack Taylor Lorenz For Saying She Felt ‘Joy’ Over Murder of UnitedHealthcare CEO (Video)']"
4,150,4_luigimangione_wealthy_murderer_rich,"['luigimangione', 'wealthy', 'murderer', 'rich', 'monster', 'poor', 'killed', 'hero', 'wealth', 'dad']","['So this Luigi prick grew up in a wealthy, politically connected family, attended the best boarding school and Ivy League, and he killed a guy who came from blue collar roots, made his way up the ladder due to hard work, and had a wife and kids that loved him. Luigi is a monster.', ""Don't tell me this Luigi guy is some sort of hero. He came from a very wealthy family. He could've used his family's wealth and influence to effectuate real change.\n\nInstead, he killed an innocent stranger on the street in cold blood and now a couple children get to spend the…"", 'There Alot of sick people here who are seeing this luigi as a hero. He killed a man, and the death of one person will do nothing to help the cause. This is like big pharma they will take another person and continue like before. Stop glorifying killers.']"
5,115,5_ceos_rich_murderer_murdering,"['ceos', 'rich', 'murderer', 'murdering', 'cheering', 'care', 'healthcare', 'killed', 'family', 'killer']","[""The left cheer because he killed a random rich white guy. They don't know or care who the ceo was, and don't care about the fact his company had nothing to do with luigi's (successful) surgery. They're just happy to see random violence because that's their real ideology"", 'Luigi grew up in privilege, was never even a customer of UHC, apparently did get treatment for his back.\n\nBrian Thompson grew up middle class and made his own way.\n\nLiberals are cheering on a coddled rich kid who murdered a good guy who worked for everything he had.', 'i haven’t said shit about that Luigi case because i wanted all the facts and now that I have them . Why people are gunning for a MURDERER to be free is insane to me ! He killed a man that had a family , the healthcare system is still fucked up like ..']"
6,105,6_healthcare_obamacare_insurance_murderer,"['healthcare', 'obamacare', 'insurance', 'murderer', 'health', 'death', 'killed', 'journalists', 'die', 'care']","[""I am deeply disturbed by the reactions of some individuals who are seemingly celebrating the tragic death of the United Healthcare CEO, Brian Thompson. Regardless of one's opinions about the healthcare industry or the policies of United Healthcare, there is no justification for…"", 'I agree. The US health insurance industry needs people just like Brian Thompson. Just as he is right now.', 'I DON’T CARE IF YOU LIKE SOMEONE OR NOT, CELEBRATING OR WISHING DEATH ON A PERSON IS JUST EVIL! Left-Wing Journalists Celebrate Murder of Health Insurance CEO Brian Thompson']"
7,99,7_taylor_lorenz_evil_murderer,"['taylor', 'lorenz', 'evil', 'murderer', 'disturbing', 'sickening', 'killer', 'joyful', 'laughing', 'upset']","['Disturbing! How does this make anyone feel “joyful”?\n\nTaylor Lorenz is laughing over Brian Thompson’s death and says it brings her joy. Piers is having no part of it! Disgusting that anyone would feel this way!', 'PURE EVIL: “There are no words to describe how sick and evil Taylor Lorenz is. She literally laughed and says she felt ""joy"" when Brian Thompson was killed. — Taylor Lorenz is a heartless, disgusting subhuman piece of trash.”\n#LuigManigone', 'PURE EVIL: There are no words to describe how sick and evil Taylor Lorenz is. She literally laughed and says she felt ""joy"" when Brian Thompson was killed.\n\nTaylor Lorenz is a heartless, disgusting subhuman piece of trash.']"
8,98,8_beta_coward_cowardly_die,"['beta', 'coward', 'cowardly', 'die', 'shooter', 'death', 'shot', 'guy', 'alive', 'cliffe']","['no beta we die like Brian Thompson', ""The kid in the orange jumpsuit is a cowardly, spoiled, rich boy who shot a man in the back. That man's name is Brian Thompson. He grew up on a working farm, and his father was a grain elevator worker. You know what that makes all of you worshipping the big L? Trash."", 'There it is, shot him from behind, just like a coward would.']"
9,93,9_brianthompson_iowa_jewell_employees,"['brianthompson', 'iowa', 'jewell', 'employees', 'grew', 'industry', 'graduated', 'manager', 'companies', 'company']","['Brian Thompson went from Jewell, Iowa (population 1,200) to leading 140,000 employees and overseeing $280B of revenue at one of the world’s most important companies. His mom worked as a beautician, his dad at a grain elevator', 'Brian Thompson went from Jewell, Iowa (population 1,200) to leading 140,000 employees and overseeing $280B of revenue at one of the world’s most important companies. His mom worked as a beautician, his dad at a grain elevator—they were probably really proud when he graduated…', 'This is who Luigi shot\n\n""Brian Thompson went from Jewell, Iowa (population 1,200) to leading 140,000 employees and overseeing $280B of revenue at one of the world’s most important companies. His mom worked as a beautician, his dad at a grain elevator—they were probably really…']"
