Topic,Count,Name,Representation,Representative_Docs
0,27,0_unitedhealthcareinc_healthinsurance_healthcare_medicare,"['unitedhealthcareinc', 'healthinsurance', 'healthcare', 'medicare', 'hospitals', 'enrollment', 'enrolled', 'plan', 'plans', 'healthy']","['Thinking about health insurance? UnitedHealthcare (#UnitedHealthcareInc, #UnitedHealthGroupIncorporated) offers a wide range of plans. Compare options & find the best fit for your needs! Learn more: [link to website] #UnitedHealthcareInc,Unite', 'UnitedHealthcare (UHC) offers a food benefit that provides a monthly credit to help pay for healthy food and over-the-counter (OTC) products. The credit is loaded onto a UCard, which can be used at participating stores or online.', ""Looking for a Medicare plan that meets your needs and budget? I can help. I'm a licensed sales agent for UnitedHealthcare Medicare Advantage plans based in FL. Call me at 727-688-9125 , TTY 711.\n\nWe only have a fews days left of Open Enrollment. Contact me soon!""]"
1,21,1_killer_hypocrite_compassion_tragedy,"['killer', 'hypocrite', 'compassion', 'tragedy', 'lorenz', 'deserved', 'sentiment', 'death', 'heartless', 'vile']","['Someone talking to my husband actually knew him and said that Brian Thompson was a great person and was actually working towards improving care. It’s horrible anyone thinks his cowardly murder is okay or would fix anything.', 'Anyone, and I mean anyone celebrating the tragic end of Brian Thompson is a hypocrite, a cancer on society, or both. Yes, they need prayer, although they probably also need the kind of corrective discipline their parents likely were too liberated to afford them the benefit of…', ""Lorenz is a heartless ghoul. This coward shot this Brian Thompson in the back for no reason. Ice water runs through his veins. I hope Thompson's family sues Lorenz and demand a retraction for her accusation that Brian killed 10s of thousands of people. She's full of shit. More…""]"
2,19,2_much_keep_saved_legend,"['much', 'keep', 'saved', 'legend', 'community', 'yall', 'bowser', 'defeated', 'saving', 'hero']","['Luigi definitely saved his life. This post would not have the impressions without Luigi and UHC wouldn’t have cared without Luigi.', '4XfSZHsdYoeiXb5qvzdGa3aq9gSGdCHBnAwewYHNa3Tp\n\nThank you Luigi \nWe appreciate all you’ve been doing for the community at large, even no win yet\n\nI’ll still keep supporting you ❤️ \nMuch love ❤️ legend Luigi', '$LUIGI also defeated Bowser, saved the mushroom kingdom, defeated an evil CEO overlord, saved health care as a WHOLE. \n\nNow he is on his journey to crush the charts and reach $100M! \n\nHelp him on this journey AND shill your bag 🚀🚀🚀📈📈📈']"
3,19,3_injustice_envy_persecuted_commie,"['injustice', 'envy', 'persecuted', 'commie', 'hero', 'hate', 'enemy', 'critics', 'guy', 'respected']","['early meta when chi yu chien pao (AKA BRIAN THOMPSON) was still alive/legal this guy was on EVERY TEAM!!!! 🐐', 'You’re an unaccomplished nobody filled with hate and envy. Brian Thompson was a far better person than you ever were.', 'There’s an underlying envy of Brian Thompson. The hate comes from the fact that he achieved something many working-class people aspire to. His success makes critics feel inadequate, and that angers them. At the end of the day, it’s envy—and envy is corrosive to the mind.']"
4,18,4_healthcare_assassinated_genocide_corrupt,"['healthcare', 'assassinated', 'genocide', 'corrupt', 'evil', 'health', 'capitalism', 'warren', 'fakenews', 'anti']","['Beneath the horror of the murder of healthcare CEO Brian Thompson lies a virulent anti-capitalism. We look at our healthcare system, and the incredible value of capitalism.\n\nListening to ""Bloody Anti-Capitalism "" at', 'Elizabeth Warren made comments that encourage violence against the health care industry. How horrible! The senate should censure her and her constituents must vote her out of office. To justify the cold blooded murder of a Health Care CEO is reckless. Brian Thompson was murdered!', 'Ron, you gotta check yourself. Tweeting all this anti-Brian Thompson/United Healthcare stuff right now appears to justify his killing. I get being anti-corporate greed but justifying the murder of a CEO (esp. without knowing nothing about him) is plain wrong']"
5,15,5_murderer_killed_messiah_elitist,"['murderer', 'killed', 'messiah', 'elitist', 'rittenhouse', 'poor', 'grew', 'thug', 'billionaires', 'rich']","['Don’t go with that company then😂 almost every ceo has done evil things to better their company. That’s how the world works. You weirdos who are gagging for this murderer are so weird. If Luigi looked like you, no one would give a shit and the story would be forgotten after a day', 'Luigi grew up in privilege, was never even a customer of UHC, apparently did get treatment for his back.\n\nBrian Thompson grew up middle class and made his own way.\n\nLiberals are cheering on a coddled rich kid who murdered a good guy who worked for everything he had.', 'Luigi is an elitist, spoiled, rich kid who shot a husband & father in the back who grew up poor on a farm in Iowa & worked hard for his position & improved insurance access for customers.\n\nRittenhouse shot people attacking him in an effort to do him bodily harm\n\nLIBERAL MORAL ROT']"
6,14,6_death_demise_murderer_leftists,"['death', 'demise', 'murderer', 'leftists', 'assasination', 'celebrating', 'celebrated', 'soulless', 'grave', 'celebrate']","[""The Left's Boogeyman politics.\n\nSpit on the grave of the UnitedHealthcare CEO to undermine free enterprise, advance bigger govt and avoid accounting for the ravages of Obamacare. \n\nThat's okay,  is happy to do the audit for them."", 'If the #UnitedHealthcare #assasination is teaching us: there’s lots of uselessly violent and uneducated people that don’t know how insurance or CEOs work. A life was taken and that’s never a reason to celebrate unless you’re a brain dead terrorist.', ""It's just sad to see so many people celebrating death of a person, just cos they've a personal grouse with the co. he worked for, claims've well defined rules, sue the co. ,DON'T celebrate a murder of a man doing his job, just cos it conflicts with your need #UnitedHealthcare""]"
7,12,7_obamacare_insurance_health_premiums,"['obamacare', 'insurance', 'health', 'premiums', 'cpa', 'dow', 'billionaire', 'claiming', 'government', 'misguided']","['Just as they couldn’t find Israel on a map, yet protested for its elimination, these \u2066\u2069 pinheads haven’t a clue how health insurance works, yet they justify a murder of an insurance executive by claiming the system isn’t fair.', 'Chris Murphy…. “I’m never going to condone gun violence”…. Then goes on to basically justify the murder of the UnitedHealthCare CEO. \n\nHe also seems to forget that the insurance industry is heavily regulated in all they do due to the ObamaCare act which he voted for.', 'Crazy what the Loonies have pushed America to\n\nUnited health is \n- $500 B MC\n- $370 B revenues \n- Part of Dow 30\n- more importantly part of my core portfolio\n\n& they shot their CEO Dead today morning']"
8,12,8_healthcare_insurance_medicare_aarp,"['healthcare', 'insurance', 'medicare', 'aarp', 'unitedhealthcareceo', 'insured', 'americanway', 'died', 'health', 'jfk']","['The assassination of UnitedHealthcare CEO Brian Thompson is a lot like the assassination of JFK in the sense that both men died as martyrs who fought tirelessly to better the lives of the American people, and the only ones left cheering were the Southern hicks and the commies.', ""Brian Thompson was replaced the same day you absolute brain dead moron. If you don't like the fact that america is the only place where you are guaranteed Healthcare whether you can pay for it or not by all means leave this fucking country commie bastard"", '7/ The American Dream is real. It lived in Brian Thompson. Let’s honor his legacy by living up to the values he embodied. #UnitedHealthcare #unitedhealthcareceo #AmericanDad #AmericanWay #americafirst #America']"
9,12,9_unarmed_millionaire_killed_hero,"['unarmed', 'millionaire', 'killed', 'hero', 'revolutionary', 'monster', 'moral', 'contempt', 'loser', 'capitalist']","[""The disgraceful posts I've seen denegrating the heroic actions of Luigi Mangione against corporate evil last week are repulsive and indicate the absence of even a modicum of moral or ethical virtue. If only we all had the same courage and dignity.\n#LuigiMangione"", 'Ur a pussy, ur glad an innocent unarmed man died simply because you dislike his legal practices, if you cant stand for the freedom of being able to walk on the street without being murdered, u dont stand for anything at all, luigi and all of you are anti society', ""LUIGI MANGIONE is a dumb loser who murdered #UnitedHealthcare CEO Brian Thompson because he hurt his tard back due to sucking at surfing. He also eats McDonalds, is a weak drug addict and listens to Taylor Swift because he's a tard! #MAGA #FreeLuigi #IstandWithUnitedHealthcare""]"
10,11,10_unitedhealth_ceos_healthcare_deaths,"['unitedhealth', 'ceos', 'healthcare', 'deaths', 'company', 'tragic', 'loss', 'providers', 'rip', 'cleanse']","['💔 A tragic loss for UnitedHealth Group as CEO Brian Thompson is remembered. 📉 Despite challenges, the company remains strong! Discover the full story and future outlook here: [Link] #UnitedHealth #Leadership #Healthcare', ""I guess little fella didn't learn. He constantly demonizes CEOs. Brian Thompson CEO of United Healthcare was MURDERED yesterday in NYC. Instead of giving it a rest little fella doubles down on disparaging another CEO. Looks like litter fella won't stop until all CEOs are murdered"", 'As America shut down in March 2020, and federal officials struggled to get $$ to desperate health providers, Brian Thompson said UnitedHealth could do it asap — and they did.\n\nThe $135 billion fund helped keep countless providers afloat.\n\nThompson’s role has never been reported.']"
11,10,11_insurance_luigimangione_unitedhealthcareassassin_benefits,"['insurance', 'luigimangione', 'unitedhealthcareassassin', 'benefits', 'surgeon', 'claim', 'surgery', 'copay', 'health', 'amerikkkans']","[""hi I am the partner with the messed up back\n- I am not Luigi nor going to pull a Luigi\n- I needed surgery from the ER so didn't get to pick my surgeon\n- my v good tech health insurance denied the claim $60k+ claim originally, but after four months of appeals + reviews, approved"", 'the Left should perhaps dial down the Luigi Mangione worship (HEAR ME OUT!) and just let the Right continue to stake out ""The Most Unpopular Take in America"" ie health insurance is great, no notes\nTim Pool, Matt Walsh, Libs of TikTok can\'t stop knob polishing the system - let em!', 'Got a new job and I get benefits imma make this money then use those benefits to have the surgery on my knees that I’ve needed for years 😭 been walking around with a torn LCL, ACL, meniscus, patellar tendon, and broken foot for 2 years I’m so happy rn ily Luigi.']"
12,10,12_murderer_socialists_greed_socialism,"['murderer', 'socialists', 'greed', 'socialism', 'wealthy', 'deadly', 'jared', 'newsmax', 'chad', 'targeted']","['Let’s be honest: The people celebrating the cold blooded murder of Brian Thompson are the ones that suffer from a deranged level of greed & jealousy; they see him as a worthless & expendable object simply because he was wealthy and they aren’t.\n\nBrian Thompson, as CEO, wasn’t the…', 'I’m my thoughts are with the entire family of . They’ve been in choice for health, dental, and vision for my entire adult life. They’ve been very good to me. Today’s deadly attack on Brian Thompson was likely targeted, media reports say. America’s healthcare is broken; people…', 'Brian Thompson was a chad actual middle class dude who earned generational wealth wealth for his wife and kids. Can’t say the same for the socialists celebrating his death who might lose their healthcare and will see their precious Gaza turn to rubble']"
13,9,13_healthcare_nhs_medicaid_insurance,"['healthcare', 'nhs', 'medicaid', 'insurance', 'medicare', 'malpractice', 'surgeries', 'hospital', 'coverage', 'tricare']","[""I don't know anything about the probe. However, from what I have seen of United Healthcare. Disabled people with Medicaid and Medicare have a very easy way in obtaining great insurance from United Healthcare Tricare..."", 'My mom has cancer and UnitedHealthcare paid about 1.8 million dollars of her hospital bills. The chemo, medicine, surgeries, etc were all paid for. So tell me, did you have a personal experience or are you just going off of what you see on the internet?', '. In the UK, NHS malpractice accounts for approximately 0.06% of the population, while in the U.S., private healthcare malpractice accounts for about 0.02% of the population. And you’re applauding the death of the #UnitedHealthcare CEO over these numbers?! 🤮']"
14,9,14_healthcareforall_healthcare_health_leadership,"['healthcareforall', 'healthcare', 'health', 'leadership', 'innovation', 'congratulations', 'announce', 'promotion', 'insights', 'tweet']","['Funny to come across my old tweet to #UnitedHealthcare - and former CEO Andrew Witty.. and the tweet got results', ""Excited to announce that I have started a new chapter of my journey as CEO-elect at UnitedHealthcare! But first - girls' trip to NYC to celebrate. Hugs!"", 'Under CEO Brian Thompson, UnitedHealthcare has expanded access to healthcare for millions, focusing on community health, affordability, and innovation. His leadership continues to drive positive change for underserved populations. #HealthcareForAll #CommunityImpact #Leadership']"
15,9,15_saint_patron_healthcare_health,"['saint', 'patron', 'healthcare', 'health', 'care', 'sacrificed', 'husband', 'man', 'day', 'soul']","['Saint Luigi of Mangione - He sacrificed his freedom to make our health care better', 'Luigi Mangione ~ \nThe Patron Saint of \nAmerican Health Care ✝️ 🏥', ""I just want to thank Luigi Mangione for helping my husband take care of me the day after my cataract surgery. He was helping my husband do chores around the house on 12/04/24 while I was sleeping off the anesthesia. Such a kind soul who'd never do anything wrong.""]"
16,8,16_flo_insurance_policy_cold,"['flo', 'insurance', 'policy', 'cold', 'winter', 'plan', 'cambria', 'last', 'hear', 'shield']","['(Fuck winter, fuck daylight savings- you’re gonna pull through and the insurance will take care of it cause if not. Can pull a luigi.)', ""Blue Cross Blue Shield literally reversed course on a policy change that would have killed millions within hours of news of the shooting getting out. That's better results than you most often hear. More Luigi's are needed."", ""🖕 Luigi and his family, he's a cowardly murderer who murdered an upper class man in cold blood in broad daylight, as for denying claims, I don't care, if your insurance company sucks go somewhere else instead of murdering the upper class""]"
17,8,17_socialist_murderer_killer_murdering,"['socialist', 'murderer', 'killer', 'murdering', 'brutally', 'disgustingly', 'propagandist', 'warren', 'disgusting', 'martyr']","['A leftist with TDS tells the truth about single-payer. Get back on a plane to the States. And that socialist POS Mangione was not even a UH customer, what a surprise.', ""Over the last few days, I've been watching the Left and Left MSM celebrating Luigi Mangione murdering UnitedHealthcare’s CEO, Brian Thompson. It is disgusting. It's also not a surprise since the Left love celebrating violence.\n\nThere's something more going on with them…"", '. is a propagandist trying to convince you that violence against a business leader is normalized. \n\nIt’s not. That’s socialist dogma. Mangione is a murdering nutjob who Ali admires for his violence against capitalism.']"
18,8,18_victims_deaths_insurance_innocent,"['victims', 'deaths', 'insurance', 'innocent', 'shooter', 'reporter', 'justified', 'accountable', 'empathy', 'kill']","[""so ur saying it was OK for mangione to kill the United health care? It is NOT AN ACT OF VIOLENCE to be denied a claim for insurance. U r the BIGGEST IDIOT WE HV N Washington. It's NOT ok to kill someone over insurance. GROW UP & DEAL W LIFE. WHAT A FREAKING IMBECILE"", 'Obviously, there\'s a ton we do not know about the Unitedhealthcare (alleged) shooter.\n\nWhat we do know already: all those progressives who cheered it and hoped - yes, hoped - it would be a ""justified"" killing, a denied care tit-for-tat, have humiliated themselves yet again.', 'OMG. Former NYT “reporter” Taylor Lorenz doubles down on gloating over the m*rder of the UnitedHealthcare CEO:\n\n“Am I going to shed tears or have empathy for somebody who has facilitated the deaths of thousands of innocent Americans?"" \n\nWhat a psycho.']"
19,8,19_lets_gooooooooooo_gooooo_fucking,"['lets', 'gooooooooooo', 'gooooo', 'fucking', 'yes', 'please', 'fraser', '', '', '']","['Lets do this more often', 'LETS FUCKING GOOOOO', 'LETS FUCKING GOOOOOOOOOOO']"
