Topic,Count,Name,Representation,Representative_Docs
0,1156,0_murderer_ceos_killed_killer,"['murderer', 'ceos', 'killed', 'killer', 'justice', 'corrupt', 'kill', 'deaths', 'innocent', 'corporate']","[""So you're OK with the CEO being the cause of tens of thousands of deaths and countless more suffering for money? Normally, we'd call people like that a criminal; you know people who take lives for money.\nMaybe Luigi is the good guy with a gun I've heard so much about."", ""Not one sane person has stated it was Luigi's right to murder Thompson.\n\nWhat is being said is that Thompson was responsible for a company that ALLOWED tens of thousands of people die.\n\nThat is why Thompson was killed. People are saying they understand why it happened."", 'Yes people would be mad at Luigi if he murdered someone that’s innocent! But the thing is that the greedy CEO that got killed, was responsible for countless deaths after HIS company denied health insurance claims, just so they could shove more money into their pockets.']"
1,951,1_insurer_insurers_insurance_obamacare,"['insurer', 'insurers', 'insurance', 'obamacare', 'unitedhealth', 'healthcare', 'medicare', 'providers', 'coverage', 'premiums']","['How UnitedHealthcare and other insurers use AI to deny claims', 'This is the real news-insurance companies routinely deny claims for things that they cover.We need non-profit insurance companies to help people, not profits   \n\nTorrent of Hate for Health Insurance Industry Follows C.E.O.’s Killing', 'UnitedHealthcare has been using an AI system with a 90% error rate to deny health care claims.']"
2,906,2_mario_hero_said_fuck,"['mario', 'hero', 'said', 'fuck', 'guy', 'care', 'fucking', 'shit', 'right', 'job']","['Fuck that. \nThese people are fucking with OUR LIFE!\nThey need to know how it feels. \nWe need more people like her and Luigi.', 'FREE LUIGI HE IS A HERO!', 'This guy is a hero free Luigi']"
3,905,3_murderer_deaths_killer_killed,"['murderer', 'deaths', 'killer', 'killed', 'died', 'shooter', 'kill', 'death', 'hitler', 'violence']","['Brian Thompson had the blood of thousands of people just like this poor person’s family on his hands. he was just as much a killer as the man who shot him, he did it from behind a desk without ever having to face the people whose lives he was ending.', 'He murdered a mass murderer. Brian Thompson was responsible for the deaths of thousands.', 'Few people have killed more than Brian Thompson.']"
4,880,4_insurance_unitedhealth_healthcare_depose,"['insurance', 'unitedhealth', 'healthcare', 'depose', 'nypd', 'claims', 'coverage', 'defend', 'denials', 'claim']","[""Taylor Lorenz slams health insurance industry, says it's no 'wonder why we want these executives dead' after UnitedHealthcare CEO murder"", 'ABC: “NYPD finds ‘deny’ ‘defend’ ‘depose’ on shell casings where United Health CEO Brian Thompson was murdered” — seems to reference how insurance companies👇🏽deny people treatment. Especially United.', ""Bullet casings at the scene were inscribed w/ the words Deny, Defend, and Depose. The UnitedHealthcare CEO's assassin may have read 's book Delay Deny Defend: Why Insurance Companies Don't Pay Claims and What You Can Do About It.""]"
5,846,5_insurance_healthcare_deaths_unitedhealth,"['insurance', 'healthcare', 'deaths', 'unitedhealth', 'coverage', 'died', 'claims', 'health', 'patients', 'claim']","['You\'re insinuating the murder of Brian Thompson in NYC was justified? \n""Health insurance companies are responsible for the deaths of hundreds of thousands of Americans each each year and when denying claims and coverage for people who can’t always afford health insurance costs.""', 'How many people has Brian THOMPSON killed by denying them health coverage?', 'United HealthCare had the highest rate of claims denials for its members of any health insurance company in America and double the industry average.\n\nThey say that the reason Brian Thompson died was because they had to wait on prior authorization from UHC to get him admitted to a…']"
6,642,6_healthcare_luigimangione_health_medical,"['healthcare', 'luigimangione', 'health', 'medical', 'parasites', 'unitedhealthcareassassin', 'manifesto', 'unitedhealth', 'traumas', 'insurance']","['“I do apologize for any strife of traumas but it had to be done. Frankly, these parasites simply had it coming. The US has the #1 most expensive healthcare system in the world, yet we rank roughly #42 in life expectancy,” Mangione allegedly wrote.', 'Excerpt from Luigi Mangione\'s manifesto:\n\n""I do apologize for any strife of traumas but it had to be done. Frankly, these parasites simply had it coming. A reminder: the US has the #1 most expensive healthcare system in the world, yet we rank roughly #42 in life expectancy... It…', 'Luigi Mangione’s Manifesto:\n\n“…I do apologize for any strife or traumas but it had to be done. Frankly, these parasites simply had it coming. A reminder: the US has the #1 most expensive healthcare system in the world, yet we rank roughly #42 in life expectancy. United is the…']"
7,630,7_italian_hero_corrupt_assassin,"['italian', 'hero', 'corrupt', 'assassin', 'murderer', 'killer', 'story', 'greed', 'house', 'lives']","[""HE KILLED A GREEDY CEO THAT'S WHAT HE FUCKING DID. HE WAS A BRAVE ITALIAN AMERICAN CONTRACT KILLER AND IN THIS HOUSE LUIGI MANGIONE IS A HERO - END OF STORY"", 'He took on the corrupt healthcare system is what he did, and in this house, Luigi Mangione is an Italian American hero, end of story!', 'He took on the corrupt healthcare system is what he did, and in this house Luigi Mangione is an Italian American hero, end of story!']"
8,619,8_obamacare_healthcare_insurance_health,"['obamacare', 'healthcare', 'insurance', 'health', 'medical', 'care', 'corporations', 'ceos', 'pay', 'coverage']","['Lol wtf is this tweet? The healthcare CEO had nothing to do with Obamacare, the Obamacare system is not private health insurance. I do not agree with what Luigi did, but the private healthcare system is predatory as fuck.', ""American health insurance is a fucking scam, millions of people suffer every year because they're denied coverage. Free $luigi."", 'What’s crazy is Luigi will probably end up having better healthcare for the rest of his life than most Americans. That’s how bad our healthcare system is. Killing a healthcare CEO can actually improve your healthcare…']"
9,567,9_luigimangione_mangiones_mangioni_hero,"['luigimangione', 'mangiones', 'mangioni', 'hero', 'house', 'end', 'story', 'man', 'god', 'saint']","['And in this house, Luigi Mangione is a hero. End of story', 'In this house, Luigi Mangione is a hero, end of story!', 'In this house, Luigi Mangione is a hero, end of story.']"
