Topic,Count,Name,Representation,Representative_Docs
0,677,0_mario_fuck_fucking_let,"['mario', 'fuck', 'fucking', 'let', 'needs', 'said', 'enough', 'right', 'get', 'keep']","['Fuck this. Free Luigi!!!', 'FREE MY GUY LUIGI', 'Some people just need to get Luigi’d.']"
1,600,1_lorenz_unitedhealth_ceos_executives,"['lorenz', 'unitedhealth', 'ceos', 'executives', 'taylor', 'sympathy', 'joy', 'died', 'death', 'health']","[""Taylor Lorenz slams health insurance industry, says it's no 'wonder why we want these executives dead' after UnitedHealthcare CEO murder"", ""Taylor Lorenz says she 'felt joy' after the murder of UnitedHealthcare CEO"", 'Taylor Lorenz says she ""felt joy"" after the murder of UnitedHealthcare CEO']"
2,582,2_murderer_killer_deaths_killed,"['murderer', 'killer', 'deaths', 'killed', 'shooter', 'died', 'kill', 'hitler', 'sympathy', 'innocent']","['Brian Thompson is a mass murderer and was put down like one.', 'Brian Thompson killed thousands of Americans. He killed more Americans than Bin Laden.', 'He murdered a mass murderer. Brian Thompson was responsible for the deaths of thousands.']"
3,577,3_healthcare_obamacare_insurance_health,"['healthcare', 'obamacare', 'insurance', 'health', 'medical', 'care', 'pay', 'coverage', 'money', 'instead']","[""Don't care. Someone needed to do something bold to show what a racket the health care industry is. The United guy was at a fucking investment meeting. Nobody should be making money off denied health insurance claims. \n\nFree Luigi now."", 'us healthcare can go fuck itself, free luigi', ""American health insurance is a fucking scam, millions of people suffer every year because they're denied coverage. Free $luigi.""]"
4,499,4_unitedhealth_healthcare_insurance_ceos,"['unitedhealth', 'healthcare', 'insurance', 'ceos', 'insider', 'executives', 'medical', 'investors', 'executive', 'claims']","['United Healthcare CEO Brian Thompson and other executives were caught with insider trading, sold $117M of their stock during the federal probe (and investors were not notified)!', 'United HealthCare had the highest rate of claims denials for its members of any health insurance company in America and double the industry average.\n\nThey say that the reason Brian Thompson died was because they had to wait on prior authorization from UHC to get him admitted to a…', 'And people wonder why health insurance CEOs are getting got. United Healthcare CEO Brian Thompson fucked around and found out with his AI that denied 90% of claims.']"
5,495,5_ceos_billionaire_corporate_deaths,"['ceos', 'billionaire', 'corporate', 'deaths', 'killed', 'died', 'company', 'greed', 'killer', 'kills']","['Luigi had more CEOs to go :(', 'Either way Kyle and Luigi killed less people than the CEO did. No one can make me feel bad for the millionaire who made his money off peoples suffering and denied coverage that lead to many innocent deaths.', 'They say they need more ceos killed by Luigi’s']"
6,480,6_murderer_killed_killer_deaths,"['murderer', 'killed', 'killer', 'deaths', 'innocent', 'corrupt', 'justice', 'guilty', 'kill', 'bundy']","[""Rittenhouse killed and maimed innocent people. That CEO probably had more blood on his hands than the most prolific of serial killers, and he killed people who paid for care they were wrongly denied. We need an army of Luigi's to take out the rich people bleeding us like leeches."", ""ted bundy killed multiple innocent women, luigi killed a corrupt ceo responsible for millions of deaths. im not saying that simping over either is a good thing, but they're nowhere near as bad."", 'Yes people would be mad at Luigi if he murdered someone that’s innocent! But the thing is that the greedy CEO that got killed, was responsible for countless deaths after HIS company denied health insurance claims, just so they could shove more money into their pockets.']"
7,470,7_insurance_deaths_healthcare_died,"['insurance', 'deaths', 'healthcare', 'died', 'death', 'ceos', 'health', 'lives', 'family', 'killer']","['How many people has Brian THOMPSON killed by denying them health coverage?', 'Imagine the people denied life-saving healthcare by people like Brian Thompson got the same news coverage…', 'Every single person who died after being denied healthcare by his company was also a human being with a family. Fuck Brian Thompson.']"
8,457,8_unitedhealth_nhs_universalhealthcare_unitedhealthcareassassin,"['unitedhealth', 'nhs', 'universalhealthcare', 'unitedhealthcareassassin', 'unitedhealthcareceo', 'healthcare', 'patients', 'suicidal', 'medical', 'doctors']","['Outrageous reason UnitedHealthcare halted critical surgery… and LAUGHED while mocking suicidal patient\nvia', 'Might be time to break up UnitedHealthcare. \n\nOutrageous reason UnitedHealthcare halted critical surgery… and LAUGHED at suicidal patient  via', 'Outrageous reason UnitedHealthcare halted critical surgery… and LAUGHED while mocking suicidal patient -- These people really are evil...']"
9,454,9_hero_murderer_killed_exactly,"['hero', 'murderer', 'killed', 'exactly', 'deserves', 'instead', 'right', 'better', 'guy', 'corrupt']","['$hero $luigi', 'And this is why Luigi is a hero', 'Luigi, the hero of the people.']"
