Topic,Count,Name,Representation,Representative_Docs
0,170,0_justice_murderer_killer_killed,"['justice', 'murderer', 'killer', 'killed', 'innocent', 'victim', 'kill', 'deserved', 'deserves', 'justified']","['Justice for Brian Thompson.', 'JUSTICE FOR BRIAN. THE PEOPLE NEED TO RALLY FOR WHAT IS GOOD. NOT WHAT IS BAD.\n\nBRIAN THOMPSON WAS SHOT AND MURDERED IN COLD BLOOD. HIS FAMILY WANT JUSTICE.', 'Someone killed $Brian Thompson \n\nBrian has a family and two innocent children 🧒 so he deserves justice..\nJustice for #BrianThompson \n\nCa : EkNMMRhj2zArFyGAxsRhYy5UyeE3kwQSgMQpUfoYpump']"
1,101,1_unitedhealth_unitedhealthcareceo_healthcare_insurance,"['unitedhealth', 'unitedhealthcareceo', 'healthcare', 'insurance', 'ceos', 'health', 'patchwork', 'nypd', 'executive', 'support']","[""Well isn't this interesting. \nMy thoughts go out to his family. \nUnitedHealthcare CEO fatally shot in midtown Manhattan, law enforcement official says #Shooting #Violentcrime"", 'The leader of UnitedHealth Group conceded that the patchwork U.S. health system “does not work as well as it should” but said Friday that the insurance executive gunned down on a Manhattan sidewalk cared about customers and was working to make it better.', 'The leader of UnitedHealth Group conceded that the patchwork U.S. health system “does not work as well as it should,” but said Friday that the insurance executive gunned down on a Manhattan sidewalk cared about customers and was working to make it better.']"
2,99,2_unitedhealth_ceos_healthcare_insurer,"['unitedhealth', 'ceos', 'healthcare', 'insurer', 'health', 'organization', 'leadership', 'inc', 'insurance', 'company']","[""UnitedHealth Group $UNH is navigating challenges following the tragic loss of UnitedHealthcare CEO Brian Thompson. CEO Andrew Witty acknowledges the healthcare system's flaws and emphasizes the company's commitment to improvements."", 'UnitedHealth Leader Addresses CEO Murder and Flaws in Health Care System\n\nIn an op-ed published in The New York Times, Andrew Witty, CEO of UnitedHealth Group, paid tribute to the late CEO Brian Thompson, who was tragically shot and killed in New York City. Witty acknowledged the…', 'The full statement from UnitedHealth Group regarding their colleague Brian Thompson:\n\nUnitedHealth Group Statement on Our Friend and Colleague Brian Thompson \nDecember 05, 2024\n\nUnitedHealth Group today issued the following statement:\n\n""While our hearts are broken, we have been…']"
3,86,3_unitedhealth_assassinated_fatally_died,"['unitedhealth', 'assassinated', 'fatally', 'died', 'executive', 'killed', 'healthcare', 'shot', 'insurance', 'fatal']","['🚨WIFE OF SLAIN UNITEDHEALTHCARE CEO REVEALS HE RECEIVED THREATS BEFORE SHOOTING\n\nPaulette Thompson, wife of UnitedHealthcare CEO Brian Thompson, disclosed that her husband had been receiving threats before he was fatally shot outside a Midtown Manhattan hotel.\n\nIn her first…', '🚨 JUST IN: Surveillance Footage Shows UnitedHealthcare CEO Fatally Shot: \n\nBrian Thompson was gunned down outside the Hilton Hotel in Midtown Manhattan. A truly tragic and heartbreaking incident. 🇺🇸 🙏🏾', 'Brian Thompson, the CEO of UnitedHealthcare, was assassinated in New York City yesterday. The 50-year-old executive was fatally shot outside the New York Hilton Midtown hotel in what authorities describe as a targeted attack. In one word, let us honor his memory.']"
4,81,4_award_fate_props_touchdown,"['award', 'fate', 'props', 'touchdown', 'shooter', 'hero', 'forgotten', 'rip', 'weeks', 'shot']","[""This man should never have been considered a potential hero. A true hero would have stepped up and saved Brian Thompson's life."", 'And this weeks ""Flying Fickle Finger of Fate"" award goes to...you guessed it, Brian Thompson! Let\'s have a big hand for Brian, folks!', 'For the second week in a row. This weeks ""Flying Fickle Finger of Fate"" award goes to...you guessed it, Brian Thompson! Let\'s have a big round of applause for Brian, folks! Gone...yes, but not forgotten!']"
5,76,5_mangioni_luigimangione_murderer_chris,"['mangioni', 'luigimangione', 'murderer', 'chris', 'snl', 'mr', 'killed', 'executive', 'brianthompson', 'death']","['Chris Rock spoke on Luigi Mangione during his SNL monologue\n\n“He actually k*lled a man with a family, with kids. I have real condolences for the Healthcare CEO. This is a real person… but sometimes drug dealers get shot”', '“[Luigi Mangione] killed a man with a family, with kids. I have real condolences for the healthcare CEO. This is a real person…But sometimes drug dealers get shot.”\n\n— Chris Rock on the UnitedHealthcare CEO assassination', 'Chris Rock: [Luigi Mangione] killed a man with a family, with kids. I have real condolences for the (United)Healthcare CEO. This is a real person… But… you know, sometimes drug dealers get shot.']"
6,75,6_healthcare_obamacare_insurance_died,"['healthcare', 'obamacare', 'insurance', 'died', 'murderer', 'victims', 'death', 'tragedy', 'health', 'sympathy']","['More signs we are living in end times. These people are celebrating the assassination of United Healthcare CEO Brian Thompson.', ""I am deeply disturbed by the reactions of some individuals who are seemingly celebrating the tragic death of the United Healthcare CEO, Brian Thompson. Regardless of one's opinions about the healthcare industry or the policies of United Healthcare, there is no justification for…"", 'Charlamage the God chimes in on the murder of UnitedHealthcare CEO Brian Thompson, questions why people are celebrating it.\n\n""I don\'t understand why people are celebrating him being killed because like I said yesterday, he\'s dead. His kids don\'t got no father.""']"
7,68,7_ceos_employees_companies_industry,"['ceos', 'employees', 'companies', 'industry', 'company', 'insurance', 'grandfather', 'healthcare', 'family', 'manager']","['Brian Thompson went from Jewell, Iowa (population 1,200) to leading 140,000 employees and overseeing $280B of revenue at one of the world’s most important companies. His mom worked as a beautician, his dad at a grain elevator', 'Brian Thompson went from Jewell, Iowa (population 1,200) to leading 140,000 employees and overseeing $280B of revenue at one of the world’s most important companies. His mom worked as a beautician, his dad at a grain elevator—they were probably really proud when he graduated…', 'This is who Luigi shot\n\n""Brian Thompson went from Jewell, Iowa (population 1,200) to leading 140,000 employees and overseeing $280B of revenue at one of the world’s most important companies. His mom worked as a beautician, his dad at a grain elevator—they were probably really…']"
8,67,8_wealthy_rich_poor_billionaires,"['wealthy', 'rich', 'poor', 'billionaires', 'grew', 'wealth', 'ivy', 'family', 'father', 'guy']","[""Luigi IS the rich. He attended private school, and an Ivy league college. His family was wealthy. Brian Thompson's father worked on grain elevators, and Brian attended public schools and the University of Iowa. Was he wealthy? Yeah, but he worked his way up to that, unlike Luigi."", ""Seemed like a normal guy. Grew up poor. Made his own way to success. Lived in a fairly normal house with his wife and kids. If you want to hate the rich, hate on Luigi. I can see you aren't interested in intelligent conversation."", 'This! ⬇️. Ironic Luigi grew up affluent, Ivy League educ., while Brian (the victim, since no one says it - his name was “BRIAN THOMPSON”, and HE WAS A HUMAN BEING and LOVED!!) grew up working class, went to a state university and got a Business Admin. degree (both like me).']"
9,66,9_murderer_killer_kill_appalling,"['murderer', 'killer', 'kill', 'appalling', 'martyr', 'assassin', 'victim', 'death', 'greed', 'condemned']","['This is absolutely appalling. This man is celebrating the killing of United Healthcare CEO Brian Thompson, calling the murderer a “hero” & urging others to protect him.\n\nThere’s something deeply wrong in our society when violence is justified in this way', 'Amen! It’s sickening to see people glorifying the cold-blooded killing of Brian Thompson—a man who embodied the American dream. If you’re upset with the healthcare system, work to change it. Stop celebrating a madman.', ""I feel sorry for Brian Thompson and his family. I never condone violence, especially a cold-blooded murder.\n\nThat said, these billion dollar, often greedy, insurance companies impact a lot of people's lives in a deeply personal way.\n\nThey make it their mission to deny as many…""]"
10,61,10_luigimangione_mangioni_prayers_praying,"['luigimangione', 'mangioni', 'prayers', 'praying', 'news', 'pray', 'family', 'jesus', 'arrest', 'devastated']","[""Luigi Mangione’s family has released a statement:\n\n“We only know what we have read in the media. Our family is shocked and devastated by Luigi's arrest. We offer our prayers to the family of Brian Thompson and we ask people to pray for all involved.”"", 'NEW from Luigi Mangione\'s family:\n""We only know what we have read in the media. Our family is shocked and devastated by Luigi’s arrest. We offer our prayers to the family of Brian Thompson and we ask people to pray for all involved. We are devastated by this news.""', 'Statement from Luigi Mangione\'s family:\n\n""Our family is shocked and devastated by Luigi\'s arrest. We offer our prayers to the family of Brian Thompson and we ask people to pray for all involved.""']"
