Topic,Count,Name,Representation,Representative_Docs
0,172,0_unitedhealth_executive_healthcare_insurer,"['unitedhealth', 'executive', 'healthcare', 'insurer', 'died', 'brianthompson', 'insurance', 'fatally', 'leadership', 'killed']","['Brian Thompson, the UnitedHealth insurance executive who was fatally shot in New York City on Wednesday, grew up in a small Iowa town and rose through the ranks of healthcare giant UnitedHealth to head the country’s largest health insurer', 'Brian Thompson, the CEO of UnitedHealthcare, was assassinated in New York City yesterday. The 50-year-old executive was fatally shot outside the New York Hilton Midtown hotel in what authorities describe as a targeted attack. In one word, let us honor his memory.', 'UnitedHealth Leader Addresses CEO Murder and Flaws in Health Care System\n\nIn an op-ed published in The New York Times, Andrew Witty, CEO of UnitedHealth Group, paid tribute to the late CEO Brian Thompson, who was tragically shot and killed in New York City. Witty acknowledged the…']"
1,163,1_justice_murderer_killer_innocent,"['justice', 'murderer', 'killer', 'innocent', 'killed', 'victim', 'kill', 'justified', 'violence', 'perpetrator']","['Justice for Brian Thompson.', 'JUSTICE FOR BRIAN. THE PEOPLE NEED TO RALLY FOR WHAT IS GOOD. NOT WHAT IS BAD.\n\nBRIAN THOMPSON WAS SHOT AND MURDERED IN COLD BLOOD. HIS FAMILY WANT JUSTICE.', 'Someone killed $Brian Thompson \n\nBrian has a family and two innocent children 🧒 so he deserves justice..\nJustice for #BrianThompson \n\nCa : EkNMMRhj2zArFyGAxsRhYy5UyeE3kwQSgMQpUfoYpump']"
2,158,2_luigimangione_mangioni_prayers_news,"['luigimangione', 'mangioni', 'prayers', 'news', 'pray', 'family', 'jesus', 'chris', 'arrest', 'devastated']","['NEW from Luigi Mangione\'s family:\n""We only know what we have read in the media. Our family is shocked and devastated by Luigi’s arrest. We offer our prayers to the family of Brian Thompson and we ask people to pray for all involved. We are devastated by this news.""', 'Statement from Luigi Mangione\'s family:\n\n""Our family is shocked and devastated by Luigi\'s arrest. We offer our prayers to the family of Brian Thompson and we ask people to pray for all involved.""', ""Luigi Mangione’s family has released a statement:\n\n“We only know what we have read in the media. Our family is shocked and devastated by Luigi's arrest. We offer our prayers to the family of Brian Thompson and we ask people to pray for all involved.”""]"
3,135,3_finale_justice_killed_died,"['finale', 'justice', 'killed', 'died', 'pumped', 'ddd', 'hero', 'innocent', 'circle', 'full']","['The full circle. (Someone killed Brian).\n\n- $DDD pumped. \n- $LUIGI pumped (today).\n\nThen finally comes back to who died and why, do the people seek Justice?\n\n- JUSTICE FOR #BRIAN THOMPSON (the finale).\nCa : EkNMMRhj2zArFyGAxsRhYy5UyeE3kwQSgMQpUfoYpump', 'The full circle. (Someone killed Brian).\n\n- $DDD pumped. \n- $LUIGI pumped (today).\n\nThen finally comes back to who died and why, do the people seek Justice?\n\n- JUSTICE FOR #BRIAN THOMPSON !! (the finale).\n\nCa : EkNMMRhj2zArFyGAxsRhYy5UyeE3kwQSgMQpUfoYpump', 'The full circle. (Someone killed Brian).\n\n- $DDD pumped. \n- $LUIGI pumped (today).\n\nThen finally comes back to who died and why, do the people seek Justice?\n\n- JUSTICE FOR #BRIAN THOMPSON! (the finale).\nCa : EkNMMRhj2zArFyGAxsRhYy5UyeE3kwQSgMQpUfoYpump']"
4,120,4_jesus_hero_brother_forgotten,"['jesus', 'hero', 'brother', 'forgotten', 'man', 'guy', 'lord', 'alive', 'fate', 'grieving']","[""Brian Thompson and his family live in the next town over from me. His wife and two boys are going to sleep tonight after enduring the worst day of their lives. They'll never have a normal holiday season ever again. Millions of people watched their husband & dad get killed.\n\nShit…"", ""This is ghastly. Seek Jesus, repent. 1 second here, next second crossing over. Where would you land if your time was up today?\nJesus Christ is my Lord and Savior!\nGodspeed Brian Thompson. May God's grace surround his family."", 'For the second week in a row. This weeks ""Flying Fickle Finger of Fate"" award goes to...you guessed it, Brian Thompson! Let\'s have a big round of applause for Brian, folks! Gone...yes, but not forgotten!']"
5,114,5_unitedhealth_unitedhealthcareceo_healthcare_insurance,"['unitedhealth', 'unitedhealthcareceo', 'healthcare', 'insurance', 'health', 'ceos', 'nypd', 'support', 'killer', 'killed']","[""Well isn't this interesting. \nMy thoughts go out to his family. \nUnitedHealthcare CEO fatally shot in midtown Manhattan, law enforcement official says #Shooting #Violentcrime"", 'The leader of UnitedHealth Group conceded that the patchwork U.S. health system “does not work as well as it should” but said Friday that the insurance executive gunned down on a Manhattan sidewalk cared about customers and was working to make it better.', 'The leader of UnitedHealth Group conceded that the patchwork U.S. health system “does not work as well as it should,” but said Friday that the insurance executive gunned down on a Manhattan sidewalk cared about customers and was working to make it better.']"
6,98,6_healthcare_insurance_murderer_health,"['healthcare', 'insurance', 'murderer', 'health', 'victims', 'condolences', 'tragedy', 'death', 'news', 'assassinated']","['I agree. The US health insurance industry needs people just like Brian Thompson. Just as he is right now.', ""I am deeply disturbed by the reactions of some individuals who are seemingly celebrating the tragic death of the United Healthcare CEO, Brian Thompson. Regardless of one's opinions about the healthcare industry or the policies of United Healthcare, there is no justification for…"", 'United Healthcare CEO Brian Thompson was murdered today. Murder is ALWAYS wrong. Holding his family in The Light.\nWhat does not make news are the THOUSANDS of Americans who die because their health claim was denied by insurance companies.']"
7,71,7_murderer_murdering_killer_appalling,"['murderer', 'murdering', 'killer', 'appalling', 'kill', 'upset', 'death', 'mindset', 'disturbing', 'joyful']","['Amen! It’s sickening to see people glorifying the cold-blooded killing of Brian Thompson—a man who embodied the American dream. If you’re upset with the healthcare system, work to change it. Stop celebrating a madman.', ""I feel sorry for Brian Thompson and his family. I never condone violence, especially a cold-blooded murder.\n\nThat said, these billion dollar, often greedy, insurance companies impact a lot of people's lives in a deeply personal way.\n\nThey make it their mission to deny as many…"", 'Disturbing! How does this make anyone feel “joyful”?\n\nTaylor Lorenz is laughing over Brian Thompson’s death and says it brings her joy. Piers is having no part of it! Disgusting that anyone would feel this way!']"
8,62,8_ceos_iowa_graduated_career,"['ceos', 'iowa', 'graduated', 'career', 'employees', 'industry', 'companies', 'manager', 'grew', 'company']","['Brian Thompson went from Jewell, Iowa (population 1,200) to leading 140,000 employees and overseeing $280B of revenue at one of the world’s most important companies. His mom worked as a beautician, his dad at a grain elevator', 'Brian Thompson went from Jewell, Iowa (population 1,200) to leading 140,000 employees and overseeing $280B of revenue at one of the world’s most important companies. His mom worked as a beautician, his dad at a grain elevator—they were probably really proud when he graduated…', 'This is who Luigi shot\n\n""Brian Thompson went from Jewell, Iowa (population 1,200) to leading 140,000 employees and overseeing $280B of revenue at one of the world’s most important companies. His mom worked as a beautician, his dad at a grain elevator—they were probably really…']"
9,41,9_prayers_praying_pray_condolences,"['prayers', 'praying', 'pray', 'condolences', 'tragic', 'family', 'horrific', 'hope', 'families', 'peace']","['Thoughts and prayers', 'Prayers', 'RIP. Thoughts and prayers to his family.']"
