Topic,Count,Name,Representation,Representative_Docs
0,544,0_ceos_murdering_killed_deaths,"['ceos', 'murdering', 'killed', 'deaths', 'corrupt', 'justice', 'died', 'rich', 'death', 'profit']","[""That CEO felt the need to decide who should live and who should not by denying health care, he only cared about their money, he killed a LOT of people, Luigi killed only one, the murderer of all those people, that's justice"", 'Either way Kyle and Luigi killed less people than the CEO did. No one can make me feel bad for the millionaire who made his money off peoples suffering and denied coverage that lead to many innocent deaths.', ""Ted Bundy killed innocent women.\n\nLuigi Mangione killed a multi-millionaire CEO of United Health Care who made his $millions denying health care coverage; UHC's business practices kill far more people each year than every serial killer who ever lived combined. Not cheering, BUT…""]"
1,391,1_murderer_killer_murderers_murdering,"['murderer', 'killer', 'murderers', 'murdering', 'deaths', 'killed', 'killers', 'shooter', 'kill', 'innocent']","['Few people have killed more than Brian Thompson.', 'He murdered a mass murderer. Brian Thompson was responsible for the deaths of thousands.', 'Brian Thompson killed more people than his killer.']"
2,351,2_insurance_healthcare_unitedhealth_coverage,"['insurance', 'healthcare', 'unitedhealth', 'coverage', 'ai', 'medical', 'lawsuit', 'policies', 'ceos', 'denied']","['Murdered health insurance boss backed AI that denied 90% of coverage', 'While Brian Thompson was CEO of United Health Care, the company began using an AI to automate the denial of services. The AI was found to have a 90% error rate, but the company continued to use it, resulting in people being denied medically-necessary and fully-covered treatments.', 'And people wonder why health insurance CEOs are getting got. United Healthcare CEO Brian Thompson fucked around and found out with his AI that denied 90% of claims.']"
3,346,3_killed_murderer_killer_kill,"['killed', 'murderer', 'killer', 'kill', 'deaths', 'died', 'hero', 'acted', 'justice', 'death']","['If you think Penny killed a man because the guy could potentially cause harm to others then Luigi killed a man that actually harms people for a living and also makes money from killing people. So what are you struggling with retard. If you run a mafia you get dropped sometimes🤷🏻\u200d♂️', 'Luigi is responsible for less deaths than the guy he killed 😂', 'This is who Luigi should have killed']"
4,315,4_unitedhealth_insurers_healthcare_insurance,"['unitedhealth', 'insurers', 'healthcare', 'insurance', 'medicare', 'lawsuit', 'medical', 'doctors', 'aarp', 'providers']","[""Lawsuit Filed Before Killing of UnitedHealthcare CEO Accused Insurance Giant of Using Faulty AI Tool to Deny Claims Approved by Doctors  \nIt's time to take a hard look at the insurance industry, and shut down the scam that it currently is."", 'The privatized, for-profit US healthcare system is a nightmare of exploitation:\n\nUnitedHealthcare, the largest US health insurance company, uses an AI algorithm to override doctors\' judgments and wrongfully deny health coverage to elderly patients\n\n\n""This…', 'in 2023 UnitedHealthcare used an AI algorithm, “nH Predict,” to deny elderly patients’ claims for post-acute care. The AI had a 90% error rate, leading to wrongful denials and forcing patients to either forgo necessary care or pay out-of-pocket. Despite the high overturn rate…']"
5,299,5_deaths_died_sympathy_killed,"['deaths', 'died', 'sympathy', 'killed', 'empathy', 'guy', 'death', 'profits', 'greed', 'family']","['Yes, Brian Thompson was a human being with a family. He was also a healthcare CEO who was responsible for more deaths than Al Qaeda... every year. \n\nThose people were human beings with families. \n\nDoes that make Brian Thompson despicable? 🤔', 'Yes, Brian Thompson was a human being with a family.\n\nHe was also a healthcare CEO who was responsible for more deaths than Al Qaeda... every year.\n\nThose people were human beings with families. \n\nDoes that make Brian Thompson despicable? 🤔', 'Just a reminder that Brian Thompson would have (and did) watch thousands of people die if it meant his company made more money. The lives of others meant nothing to him, why should we feel bad for the loss of his?\n\nThere is no sympathy left for the deaths of evil people.']"
6,294,6_ceos_healthcare_executives_insurance,"['ceos', 'healthcare', 'executives', 'insurance', 'scandal', 'nhs', 'companies', 'health', 'company', 'medical']","['Companies hiding their CEOs now instead of putting them front & center to remind customers/investors that “people matter more than profits” shows us all we need to know about that company’s true business plan. #brianthompson #UnitedHealthcare #insurance #usa #corruption #news', 'UnitedHealthcare CEO’s HIDDEN SCANDAL Just Got EXPOSED  via  Yep, we need private for profit health care. Listen to your conservative politicians. This is where we are going. Privatize everything? pp wants this!', 'UnitedHealthcare CEO’s HIDDEN SCANDAL Just Got EXPOSED  via']"
7,283,7_insurance_obamacare_healthcare_deaths,"['insurance', 'obamacare', 'healthcare', 'deaths', 'medicare', 'health', 'mourn', 'profits', 'died', 'medical']","['You\'re insinuating the murder of Brian Thompson in NYC was justified? \n""Health insurance companies are responsible for the deaths of hundreds of thousands of Americans each each year and when denying claims and coverage for people who can’t always afford health insurance costs.""', 'And this is the health system as well a lot of those people lose their insurance and can get the care that they need to go to work. Because of people like the man Brian Thompson that just got assassinated for being too greedy. I’m sure others will b', 'Imagine the people denied life-saving healthcare by people like Brian Thompson got the same news coverage…']"
8,252,8_piss_rest_goes_piece,"['piss', 'rest', 'goes', 'piece', 'work', 'bitch', 'alive', 'gonna', 'smoking', 'tears']","['Rest in piss', 'Rest in piss Brian Thompson', 'Rest in Piss Brian Thompson 🫡']"
9,199,9_mangioni_murderer_killer_hero,"['mangioni', 'murderer', 'killer', 'hero', 'innocent', 'killed', 'murdering', 'assassin', 'heroes', 'deaths']","['this is like saying i killed 10k people but spared the children, Then u come and say “wow what an angel”. Just because u saved some and killed many dont make u a hero.. U CREATED IT. 1 in 4 people are likely to get denied by theIR insurance \n\nAlso Mangione lost his mom to this', 'Mangione killed one person.*\n\nThompson killed thousands.\n\nAnd you want people to feel bad for Thompson?\n\nCEOs, just like Thompson, killed thousands of people every year and are never held accountable. \n\nMangione is being held accountable.\n\n1000 > 1', 'Murder is bad. Killing people is bad. Luigi Mangione is not a hero and should face justice for his actions.\n\nBrian Thompson was a terrible person who ran an evil company responsible for the deaths and suffering of many many people and deserves no sympathy whatsoever.']"
