Topic,Count,Name,Representation,Representative_Docs
0,1715,0_luigimangione_mangiones_shirt_hero,"['luigimangione', 'mangiones', 'shirt', 'hero', 'official', 'shirts', 'italian', 'man', 'freeluigi', 'god']","['Official LuigI new mugshot T-shirt\nGet It Now:', 'Official LuigI mangione person of the year time T-shirt\nGet It Now:', 'Official In this house luigI mangione is a hero end of story T-shirt\nGet It Now:']"
1,1619,1_luigimangione_suspect_killer_mayor,"['luigimangione', 'suspect', 'killer', 'mayor', 'hero', 'assassin', 'innocent', 'justice', 'criminal', 'shooter']","['So Daniel Penny is the criminal and Luigi Mangioni is a hero?\nWhat a backwards thought! In this world today right is wrong and wrong is right. People need to read the Bible and realize now that God is real and we need to rethink were our society is headed. \n\n1. Isaiah 5:20 -…', 'I think they got the wrong person tbh. These are clearly TWO DIFFERENT people. \n\nCompare the nose, jawline, eyebrows, etc. Luigi Mangione is innocent, go arrest the real killer. \n\nHow do we know more about this man than the guy who tried to kill Donald Trump just within a few…', ""We all see how Luigi Mangione's case looks like a set up. The question is: what do we do? Are we going to let an innocent man die? Can we chip in for his legal defense to make sure he gets a real and fair trial? Any suggestions?\n#Mangione""]"
2,1013,2_mario_needs_fr_needed,"['mario', 'needs', 'fr', 'needed', 'need', 'enough', 'mission', 'always', 'want', 'dear']","['Luigi we need you', 'Where is Luigi when you need him?', 'we need a luigi here']"
3,898,3_luigimangione_healthcare_insurance_health,"['luigimangione', 'healthcare', 'insurance', 'health', 'care', 'manifesto', 'parasites', 'lives', 'ceos', 'corporate']","['Health insurance CEO killer Luigi Mangione has been taken into custody and was carrying a manifesto that listed his grievances with the insurance industry:\n\n“I do apologize for any strife or trauma. But it had to be done. These parasites had it coming.”', ""Canadian Jury:\n'Americans pay money for healthcare and then they are denied healthcare.'\n\nWhat did Luigi Mangione say that was wrong?\n\n“These parasites had it coming … I do apologize for any strife and trauma, but it had to be done.”\n- Luigi Mangione ()"", 'Luigi Mangione’s Manifesto:\n\n“…I do apologize for any strife or traumas but it had to be done. Frankly, these parasites simply had it coming. A reminder: the US has the #1 most expensive healthcare system in the world, yet we rank roughly #42 in life expectancy. United is the…']"
4,817,4_mario_loves_love_italian,"['mario', 'loves', 'love', 'italian', 'fan', 'fr', 'heart', 'fuck', 'brother', 'daisy']","['We love Luigi ♥️♥️♥️', ""who doesn't love $luigi?"", 'I love Luigi!']"
5,784,5_leftist_leftists_political_politics,"['leftist', 'leftists', 'political', 'politics', 'maga', 'trump', 'rich', 'politicians', 'left', 'poor']","['A lot of people who support rittenhouse support Luigi, not a political issue it’s a class issue', 'This ain’t a left vs right thing I voted trump but I’m saying free Luigi and fuck the 1%', ""Let's make the class war trend because I'm tired of these big influencers trying to erase the class war and saying what Luigi Mangione did wasn't ok when they allow a CEO And many other rich men murder millions of working class people. \n\nEnough with licking the boot and burn them""]"
6,777,6_mario_wrong_right_guy,"['mario', 'wrong', 'right', 'guy', 'happened', 'everyone', 'mistake', 'instead', 'poor', 'really']","['Luigi got the wrong guy.', 'y’all got the wrong guy luigi didn’t do it !!', 'Luigi got the wrong guy']"
7,775,7_murderer_deaths_killer_killed,"['murderer', 'deaths', 'killer', 'killed', 'died', 'sympathy', 'death', 'kill', 'die', 'violence']","['Brian Thompson had the blood of thousands of people just like this poor person’s family on his hands. he was just as much a killer as the man who shot him, he did it from behind a desk without ever having to face the people whose lives he was ending.', 'Shooter’s a fucking hero. I wonder how many people died because of Brian Thompson’s company?', 'Just a reminder that Brian Thompson would have (and did) watch thousands of people die if it meant his company made more money. The lives of others meant nothing to him, why should we feel bad for the loss of his?\n\nThere is no sympathy left for the deaths of evil people.']"
8,720,8_luigimangione_coin_crypto_movement,"['luigimangione', 'coin', 'crypto', 'movement', 'fund', 'wallet', 'cult', 'goes', 'token', 'next']","['$luigi is a movement, and the next cult\n\n\n#luigimangione\n5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump', 'JOIN THE MOVEMENT!\n\nPUMP THE COIN TO FREE LUIGI:', ""$LUIGI Let's get this coin to the moon""]"
9,701,9_shooter_assassin_gun_murderer,"['shooter', 'assassin', 'gun', 'murderer', 'killer', 'fall', 'daniel', 'hero', 'killed', 'guy']","['Not the same person!!!! Luigi is the fall guy!!!!', ""Luigi ain't even the shooter, he a patsy"", 'There is plenty of evidence Kyle Rittenhouse wanted to kill someone that day.\n\nKyle brought a loaded weapon and those two people he shot were protecting the self from him. Then he gunned them down. Kyle was a murderer.\n\nLuigi was a hero.']"
